error paint_template_error | 27.10.2015 02:43:16  |  User:   | services | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:38  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:18:44  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:18:44  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:44  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:44  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:18:44  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:18:44  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:44  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:44  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:18:44  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:18:44  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:44  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:44  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:18:49  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:18:49  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:49  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:49  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:18:49  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:18:49  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:49  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:49  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:18:49  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:18:49  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:49  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:49  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:18:49  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:18:49  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:49  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:49  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:18:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:18:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:18:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:18:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:18:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:18:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:18:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:29:49  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:29:49  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:29:49  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:29:49  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:30:03  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:30:03  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:30:03  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:30:03  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:48:43  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:48:43  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:48:43  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:48:43  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:48:47  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:48:47  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:48:47  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:48:47  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:48:47  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:48:47  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:48:47  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:48:47  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:48:47  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:48:47  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:48:47  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:48:47  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:48:50  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:48:50  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:48:50  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:48:50  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:48:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:48:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:48:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:48:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:48:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:48:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:48:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:48:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:48:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:48:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:48:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:48:57  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:49:01  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:49:01  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:01  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:01  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:49:11  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:49:11  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:11  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:11  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:49:21  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:49:21  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:21  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:21  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:49:21  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:49:21  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:21  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:21  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:49:21  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:49:21  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:21  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:21  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:49:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:49:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:49:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:49:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:49:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:49:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:24  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:49:30  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:49:30  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:30  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:30  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:49:30  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:49:30  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:30  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:30  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:49:30  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:49:30  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:30  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:30  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:49:30  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:49:30  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:30  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:30  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:49:44  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:49:44  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:44  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:44  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:49:44  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:49:44  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 3 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:44  |  User:   | products_frontend | response 200
ERROR: [8] Constant MODEL_PATH already defined
Notice on line 4 in file /var/www/html/proyecto_v3/model/Conf.class.singleton.php
 | 08.11.2016 05:49:44  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/model/products_model.class.singleton.php
 | 08.11.2016 05:49:46  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
Notice on line 4 in file /var/www/html/proyecto_v3/modules/products_frontend/model/BLL/products_bll.class.singleton.php
 | 08.11.2016 05:49:46  |  User:   | products_frontend | response 200
ERROR: [8] Constant SITE_ROOT already defined
